sample,median_of_rounded_avg_modal_copies_per_chr,median_of_unrounded_avg_modal_copies_per_chr
TCGA-CJ-4870-01,2,2
TCGA-ZB-A966-01,2,2
TCGA-33-AAS8-01,2,1.891437538
TCGA-BF-AAOX-01,2,2.000751669
TCGA-BB-7861-01,2,2
TCGA-IE-A4EK-01,2,2
TCGA-KO-8407-01,2,2
TCGA-ER-A19C-01,2,2
TCGA-95-A4VK-01,2,2
TCGA-CS-4942-01,2,2
TCGA-DX-A23T-01,2,2.079660505
TCGA-DD-A1E9-01,2,2
TCGA-C8-A1HE-01,2,2
TCGA-IM-A420-01,2,2
TCGA-RN-A68Q-01,2,2
TCGA-D1-A15X-01,2,2
TCGA-V1-A8MF-01,2,2
TCGA-X7-A8M1-01,2,2
TCGA-BG-A0M0-01,2,2
TCGA-A4-7734-01,2,2
TCGA-23-1028-01,2,1.759489363
TCGA-12-0818-01,2,2
TCGA-23-1027-01,2,1.730803219
TCGA-ZS-A9CD-01,2,2
TCGA-06-6693-01,2,1.973222356
TCGA-DM-A1D6-01,2,1.999903512
TCGA-C5-A907-01,2,2
TCGA-CQ-A4CB-01,2,1.996118251
TCGA-50-5066-01,2,2
TCGA-CM-5861-01,2,2
TCGA-AS-3778-01,2,2
TCGA-AB-2867-03,2,2.000456069
TCGA-DD-A4NP-01,2,2
TCGA-AK-3460-01,2,2
TCGA-AB-2821-03,2,2
TCGA-FK-A3SB-01,2,2
TCGA-CV-A463-01,2,1.999748118
TCGA-AR-A0TT-01,2,2.24339883
TCGA-X7-A8DC-01,2,2
TCGA-G4-6309-01,2,2
TCGA-DV-5575-01,2,2
TCGA-CM-4746-01,2,2
TCGA-74-6581-01,2,2
TCGA-02-0430-01,2,2
TCGA-AC-A5XU-01,2,2.000348985
TCGA-DD-AAW1-01,2,2
TCGA-DJ-A13W-01,2,2
TCGA-BP-4976-01,2,2
TCGA-EM-A2CK-01,2,2
TCGA-WB-A80K-01,2,2.000337966
TCGA-EJ-A46G-01,2,2.198442719
TCGA-FG-6691-01,2,2
TCGA-BH-A1F0-01,2,2.146468058
TCGA-KK-A6E5-01,2,1.994800293
TCGA-KK-A8I4-01,2,2.077530286
TCGA-EJ-A65M-01,2,2
TCGA-KC-A7FD-01,2,2
TCGA-EE-A2MN-06,2,2
TCGA-A7-A56D-01,2,1.900507071
TCGA-BP-4776-01,2,2
TCGA-D8-A27H-01,2,2.057560086
TCGA-G8-6909-01,2,2
TCGA-HT-7478-01,2,2
TCGA-CR-7393-01,2,2
TCGA-D5-6930-01,2,2
TCGA-24-1463-01,2,1.857042055
TCGA-EJ-5508-01,2,2
TCGA-J4-A67R-01,2,2
TCGA-GF-A3OT-06,2,2
TCGA-FG-A4MX-01,2,1.999889446
TCGA-GN-A267-06,2,2
TCGA-AO-A0JF-01,2,2
TCGA-EY-A1GI-01,2,2
TCGA-B8-5159-01,2,2
TCGA-55-7724-01,2,2
TCGA-KN-8434-01,2,2
TCGA-ET-A25R-01,2,2
TCGA-33-A5GW-01,2,1.770949232
TCGA-L6-A4EU-01,2,2
TCGA-QR-A70I-01,2,2
TCGA-VN-A88R-01,2,1.992077
TCGA-BP-5190-01,2,2
TCGA-CG-5719-01,2,2
TCGA-60-2696-01,2,1.963759369
TCGA-ZB-A96L-01,2,2
TCGA-KL-8335-01,2,2
TCGA-D1-A0ZV-01,2,2
TCGA-B6-A0IM-01,2,2
TCGA-A7-A26F-01,2,2
TCGA-ND-A4WA-01,2,2.000326661
TCGA-VQ-A91W-01,2,2
TCGA-FE-A23A-01,2,2
TCGA-FA-8693-01,2,2
TCGA-ER-A2NF-06,2,2
TCGA-2Z-A9JE-01,2,2
TCGA-AP-A0LQ-01,2,2
TCGA-AA-3678-01,2,2
TCGA-J7-A8I2-01,2,2
TCGA-AA-3693-01,2,2
TCGA-AR-A24L-01,2,1.927964766
TCGA-EA-A3QE-01,2,2
TCGA-14-0789-01,2,2
TCGA-FE-A234-01,2,2
TCGA-BR-8589-01,2,2
TCGA-CN-4726-01,2,2
TCGA-ZJ-A8QQ-01,2,1.996881377
TCGA-4A-A93W-01,2,2
TCGA-FJ-A3Z9-01,2,2
TCGA-ZB-A963-01,2,2
TCGA-AB-2930-03,2,2
TCGA-CZ-4863-01,2,2
TCGA-41-2572-01,2,2
TCGA-MJ-A850-01,2,2
TCGA-ET-A3DO-01,2,2
TCGA-W9-A837-01,2,2
TCGA-TM-A7C4-01,2,2
TCGA-10-0934-01,2,2.018419998
TCGA-2Y-A9GT-01,2,2
TCGA-04-1646-01,2,1.75315822
TCGA-FJ-A871-01,2,2
TCGA-AZ-4615-01,2,2
TCGA-EF-5830-01,2,2
TCGA-A7-A0DB-01,2,2
TCGA-13-0768-01,2,2.121246318
TCGA-24-1849-01,2,1.824498126
TCGA-VD-A8K9-01,2,2
TCGA-A4-8517-01,2,2
TCGA-H9-A6BY-01,2,2
TCGA-VD-A8KO-01,2,2
TCGA-TQ-A8XE-01,2,2
TCGA-43-6773-01,2,2
TCGA-LN-A4A3-01,2,1.614620408
TCGA-DV-A4VZ-01,2,2
TCGA-BT-A20Q-01,2,2
TCGA-DD-A3A4-01,2,2
TCGA-FF-A7CR-01,2,1.999901198
TCGA-ZB-A96P-01,2,2
TCGA-B5-A1MU-01,2,2
TCGA-02-0440-01,2,2
TCGA-PK-A5HC-01,2,2.293718917
TCGA-W5-AA39-01,2,1.999927014
TCGA-DW-7839-01,2,2
TCGA-WY-A85B-01,2,2
TCGA-B3-A6W5-01,2,2
TCGA-O2-A5IB-01,2,1.819332523
TCGA-G7-A8LE-01,2,2
TCGA-KV-A6GD-01,2,2.001398211
TCGA-FS-A4F0-01,2,2
TCGA-E2-A15T-01,2,2
TCGA-KS-A4I5-01,2,2
TCGA-EE-A2A0-06,2,2
TCGA-GN-A268-01,2,1.998619052
TCGA-EA-A3QD-01,2,2.000811158
TCGA-15-1444-01,2,2
TCGA-HC-7744-01,2,1.996095848
TCGA-B6-A400-01,2,2.291809385
TCGA-39-5036-01,2,2
TCGA-Q3-AA2A-01,2,1.998298613
TCGA-KS-A41J-01,2,2
TCGA-VD-A8KF-01,2,2
TCGA-HC-8213-01,2,2
TCGA-QR-A702-01,2,2.000945408
TCGA-AK-3427-01,2,2
TCGA-VB-A8QN-01,2,1.98492439
TCGA-CN-6997-01,2,1.882712689
TCGA-CM-6167-01,2,2.000823852
TCGA-IS-A3K6-01,2,1.998075563
TCGA-41-3393-01,2,2
TCGA-YR-A95A-01,2,1.999903312
TCGA-04-1365-01,2,1.801468174
TCGA-EE-A3AA-01,2,2
TCGA-AR-A0U1-01,2,1.792388485
TCGA-DU-7019-01,2,2
TCGA-VN-A88I-01,2,2
TCGA-D6-A6EK-01,2,2
TCGA-PZ-A5RE-01,2,2
TCGA-HT-7860-01,2,2
TCGA-IB-A5SO-01,2,2
TCGA-G9-A9S7-01,2,1.994097403
TCGA-EE-A17Z-01,2,2
TCGA-SP-A6QI-01,2,2.000577167
TCGA-06-0187-01,2,2
TCGA-63-6202-01,2,2
TCGA-GR-7351-01,2,2
TCGA-IN-A6RL-01,2,1.996653065
TCGA-H9-7775-01,2,2
TCGA-OR-A5JJ-01,2,1.681005439
TCGA-A7-A26J-01,2,2
TCGA-A2-A0YL-01,2,2
TCGA-ER-A42K-06,2,2
TCGA-G8-6325-01,2,2
TCGA-BP-5183-01,2,2
TCGA-ZN-A9VP-01,2,2
TCGA-BR-8363-01,2,2
TCGA-XU-AAXX-01,2,2
TCGA-BH-A0H0-01,2,2
TCGA-12-0778-01,2,2.003875759
TCGA-AB-2928-03,2,2
TCGA-AN-A0FL-01,2,2.061736337
TCGA-AA-A00E-01,2,1.999511463
TCGA-F4-6461-01,2,1.980621882
TCGA-S9-A6WL-01,2,2
TCGA-E7-A6ME-01,2,1.99903889
TCGA-XF-A9SH-01,2,2
TCGA-D3-A2J8-06,2,2
TCGA-E2-A1IF-01,2,2
TCGA-AA-3558-01,2,2
TCGA-V1-A8X3-01,2,2
TCGA-AB-2897-03,2,1.999865056
TCGA-BP-5201-01,2,2
TCGA-77-7335-01,2,2
TCGA-AN-A0FN-01,2,2
TCGA-P3-A6T8-01,2,1.908797571
TCGA-FE-A3PC-01,2,2
TCGA-B0-5697-01,2,2
TCGA-OR-A5L3-01,2,2
TCGA-FG-7641-01,2,2
TCGA-QH-A65Z-01,2,2
TCGA-DJ-A2Q1-01,2,2
TCGA-CN-4738-01,2,2
TCGA-EB-A4OZ-01,2,1.996128334
TCGA-46-3766-01,2,2
TCGA-KO-8417-01,2,2
TCGA-ER-A19P-06,2,1.817231077
TCGA-D3-A1QA-06,2,2
TCGA-77-6843-01,2,2
TCGA-C5-A8XJ-01,2,2
TCGA-BR-7722-01,2,2
TCGA-BP-4332-01,2,2
TCGA-AZ-4323-01,2,2
TCGA-A2-A0SY-01,2,2
TCGA-HT-8107-01,2,2
TCGA-CR-5248-01,2,2
TCGA-KM-8440-01,2,2
TCGA-EE-A3AC-01,2,2
TCGA-CV-A464-01,2,2
TCGA-HW-7493-01,2,2
TCGA-EL-A4JW-01,2,2
TCGA-AA-A004-01,2,2
TCGA-AA-3672-01,2,2
TCGA-CV-A45O-01,2,2
TCGA-DX-A48U-01,2,1.999889627
TCGA-EM-A3FL-01,2,2
TCGA-75-6203-01,2,2
TCGA-ET-A2N1-01,2,2
TCGA-BS-A0TC-01,2,2
TCGA-AA-A01S-01,2,2
TCGA-DX-A1L1-01,2,2.014293475
TCGA-22-4601-01,2,1.999582346
TCGA-DA-A1HY-06,2,1.999205321
TCGA-B0-5098-01,2,1.999450014
TCGA-A7-A3IY-01,2,2
TCGA-CH-5744-01,2,1.992806258
TCGA-28-1756-01,2,1.995796247
TCGA-B0-5110-01,2,2
TCGA-ZP-A9D4-01,2,2
TCGA-RT-A6Y9-01,2,2
TCGA-S7-A7WT-01,2,2
TCGA-HT-8013-01,2,2
TCGA-G9-6494-01,2,2
TCGA-CD-8534-01,2,2
TCGA-XR-A8TD-01,2,1.999596349
TCGA-CS-4941-01,2,2
TCGA-B8-5546-01,2,2
TCGA-VS-A9V3-01,2,2.000267191
TCGA-EE-A29A-01,2,2
TCGA-5R-AA1D-01,2,2
TCGA-CH-5739-01,2,2
TCGA-VR-A8ER-01,2,2
TCGA-91-6835-01,2,2
TCGA-XF-AAN3-01,2,2
TCGA-NC-A5HR-01,2,1.874448172
TCGA-HU-A4GY-01,2,2.118677451
TCGA-DJ-A2QC-01,2,2
TCGA-AO-A0JI-01,2,2
TCGA-AC-A3TM-01,2,2
TCGA-E9-A1NE-01,2,2
TCGA-AF-A56N-01,2,1.999820364
TCGA-14-4157-01,2,2
TCGA-FC-A6HD-01,2,2
TCGA-EL-A3T1-01,2,2
TCGA-IG-A4QT-01,2,2
TCGA-EY-A3QX-01,2,1.8120959
TCGA-D1-A1NU-01,2,1.999634685
TCGA-GS-A9TU-01,2,2
TCGA-YJ-A8SW-01,2,2.287061811
TCGA-66-2794-01,2,1.999566964
TCGA-ZS-A9CG-01,2,2
TCGA-V4-A9F2-01,2,2
TCGA-BR-8059-01,2,2.043384278
TCGA-02-0446-01,2,2
TCGA-G6-A8L7-01,2,2
TCGA-CI-6622-01,2,2
TCGA-EM-A3SU-01,2,2
TCGA-V4-A9EF-01,2,2
TCGA-VN-A88K-01,2,1.999475292
TCGA-AY-6386-01,2,2
TCGA-CZ-5462-01,2,2
TCGA-XK-AAJA-01,2,1.942389864
TCGA-CQ-7063-01,2,2
TCGA-FB-A5VM-01,2,2
TCGA-BR-8078-01,2,2
TCGA-DV-5565-01,2,2
TCGA-ER-A193-01,2,1.999868811
TCGA-AO-A12H-01,2,2
TCGA-32-2495-01,2,2
TCGA-L5-A8NQ-01,2,2.442593891
TCGA-BP-4347-01,2,2
TCGA-G6-A8L8-01,2,1.999683861
TCGA-V1-A9O9-01,2,1.977344201
TCGA-CJ-4913-01,2,2
TCGA-41-5651-01,2,2
TCGA-E1-5305-01,2,2
TCGA-E2-A1LA-01,2,2
TCGA-13-1492-01,2,1.997854538
TCGA-L5-A891-01,2,1.833277459
TCGA-B5-A11S-01,2,2
TCGA-SX-A7SL-01,2,2
TCGA-06-0148-01,2,2
TCGA-DU-7306-01,2,2
TCGA-3G-AB19-01,2,2
TCGA-77-A5G7-01,2,1.808501952
TCGA-CL-5918-01,2,2
TCGA-14-1829-01,2,2
TCGA-KC-A4BL-01,2,2
TCGA-VS-A8Q8-01,2,2
TCGA-66-2780-01,2,1.832662482
TCGA-B8-4621-01,2,2
TCGA-WC-A87U-01,2,2
TCGA-06-2557-01,2,2
TCGA-WB-A80Q-01,2,2
TCGA-DJ-A2Q7-01,2,2
TCGA-DQ-7594-01,2,2
TCGA-KK-A7B1-01,2,1.995094589
TCGA-EM-A3AL-01,2,2
TCGA-AA-3844-01,2,2
TCGA-E2-A15P-01,2,2
TCGA-HC-A48F-01,2,1.935380257
TCGA-37-4132-01,2,2
TCGA-BA-5559-01,2,2.007454921
TCGA-61-2613-01,2,1.966774764
TCGA-CQ-6218-01,2,1.999581422
TCGA-EM-A3AI-01,2,2
TCGA-D3-A1Q7-01,2,2
TCGA-UY-A78M-01,2,2
TCGA-AB-2882-03,2,2
TCGA-12-0775-01,2,1.999821236
TCGA-29-1781-01,2,1.761105348
TCGA-AA-3543-01,2,2
TCGA-13-2071-01,2,1.94369934
TCGA-G4-6321-01,2,2
TCGA-NI-A4U2-01,2,2.00166878
TCGA-UF-A7JO-01,2,2
TCGA-CJ-4889-01,2,2
TCGA-R6-A8W5-01,2,1.937747487
TCGA-BH-A42T-01,2,2
TCGA-DX-A1L4-01,2,2
TCGA-GN-A268-06,2,1.998619052
TCGA-EW-A1J5-01,2,2
TCGA-43-6771-01,2,2
TCGA-S9-A6UB-01,2,2
TCGA-50-5931-01,2,1.998971915
TCGA-DB-5273-01,2,2
TCGA-B0-5109-01,2,2.379759063
TCGA-08-0531-01,2,2
TCGA-ET-A25P-01,2,2
TCGA-R8-A6MO-01,2,2
TCGA-DD-A39W-01,2,2
TCGA-2G-AAFM-01,2,2.003807621
TCGA-DK-AA77-01,2,2
TCGA-A2-A0ES-01,2,2
TCGA-D8-A145-01,2,2
TCGA-B0-5117-01,2,2
TCGA-09-2055-01,2,1.997931378
TCGA-74-6575-01,2,2
TCGA-YL-A8SC-01,2,1.998202401
TCGA-IM-A3U2-01,2,2
TCGA-TM-A7C3-01,2,2
TCGA-BJ-A2P4-01,2,2
TCGA-E9-A6HE-01,2,1.999781405
TCGA-E2-A1IL-01,2,2
TCGA-BT-A20T-01,2,1.97238561
TCGA-A6-6653-01,2,1.999694757
TCGA-HD-7229-01,2,2
TCGA-EM-A2OX-01,2,2
TCGA-78-7152-01,2,2
TCGA-EE-A2GS-01,2,2
TCGA-49-AAR9-01,2,1.964628035
TCGA-W3-AA1O-06,2,2.000246774
TCGA-GM-A2DF-01,2,1.805341064
TCGA-M9-A5M8-01,2,1.933398966
TCGA-WB-A80M-01,2,2
TCGA-28-5208-01,2,2
TCGA-DJ-A3UQ-01,2,2
TCGA-EE-A29Q-06,2,2
TCGA-05-4403-01,2,2
TCGA-FY-A3I4-01,2,2
TCGA-DU-5851-01,2,2
TCGA-AB-2809-03,2,2
TCGA-24-1419-01,2,1.999211103
TCGA-RW-A7D0-01,2,2
TCGA-BB-A6UM-01,2,2
TCGA-A5-A0GG-01,2,2
TCGA-PE-A5DD-01,2,1.993057551
TCGA-06-1802-01,2,2
TCGA-JV-A5VE-01,2,1.906921249
TCGA-DC-6681-01,2,2
TCGA-4N-A93T-01,2,1.999722312
TCGA-G2-AA3C-01,2,1.999270943
TCGA-D1-A168-01,2,2
TCGA-08-0386-01,2,1.999269211
TCGA-DU-5847-01,2,1.999875366
TCGA-F9-A8NY-01,2,2.000135185
TCGA-CV-6955-01,2,2
TCGA-DD-A73B-01,2,1.846173424
TCGA-HU-A4GT-01,2,2.000498164
TCGA-EJ-7317-01,2,2
TCGA-G7-6790-01,2,2
TCGA-DD-AA3A-01,2,1.997951516
TCGA-12-0707-01,2,2
TCGA-AP-A0LE-01,2,2
TCGA-5P-A9K4-01,2,2.002384936
TCGA-WB-A81M-01,2,2
TCGA-2A-AAYF-01,2,2
TCGA-61-1914-01,2,1.85360438
TCGA-CJ-4886-01,2,2
TCGA-A4-7287-01,2,2
TCGA-77-A5GB-01,2,1.966462626
TCGA-DA-A1IC-01,2,2
TCGA-BR-8284-01,2,2
TCGA-WB-A822-01,2,2
TCGA-EI-6883-01,2,2
TCGA-CS-6667-01,2,2
TCGA-HT-7609-01,2,2
TCGA-DD-AAVS-01,2,2
TCGA-GU-A766-01,2,1.997426792
TCGA-A7-A3J1-01,2,2
TCGA-ER-A2NH-01,2,2
TCGA-L6-A4EP-01,2,2
TCGA-XJ-A83H-01,2,1.999027547
TCGA-HM-A4S6-01,2,2
TCGA-BH-A18I-01,2,2
TCGA-76-6662-01,2,2
TCGA-DB-A64R-01,2,2
TCGA-EB-A57M-01,2,2.011630343
TCGA-AA-3715-01,2,2
TCGA-CF-A9FF-01,2,2
TCGA-EV-5901-01,2,2
TCGA-61-2087-01,2,1.853742412
TCGA-61-2094-01,2,1.85819445
TCGA-MB-A5Y9-01,2,2.23338086
TCGA-BH-A0E7-01,2,2
TCGA-D1-A0ZQ-01,2,2.000738773
TCGA-A1-A0SM-01,2,2
TCGA-D7-8579-01,2,2
TCGA-3B-A9I3-01,2,1.583161804
TCGA-BK-A13B-01,2,2
TCGA-L5-A8NU-01,2,1.996217841
TCGA-XF-A9SZ-01,2,1.999670887
TCGA-EE-A183-06,2,2
TCGA-EM-A3FK-01,2,2
TCGA-DU-A76R-01,2,2
TCGA-12-3651-01,2,1.993300948
TCGA-KK-A7AQ-01,2,1.998122529
TCGA-B8-4153-01,2,2
TCGA-FY-A40N-01,2,2
TCGA-CN-A498-01,2,1.998498172
TCGA-EJ-7314-01,2,2
TCGA-AA-3977-01,2,2
TCGA-WB-A81G-01,2,2
TCGA-EM-A2CO-01,2,2
TCGA-HR-A2OH-01,2,2
TCGA-DB-5277-01,2,1.856972087
TCGA-4P-AA8J-01,2,1.974527201
TCGA-CZ-4861-01,2,2
TCGA-MP-A5C7-01,2,2.001519315
TCGA-AA-3812-01,2,2
TCGA-C8-A3M7-01,2,2
TCGA-A4-7915-01,2,2
TCGA-D1-A17F-01,2,2
TCGA-UF-A718-01,2,2
TCGA-HT-A74O-01,2,2
TCGA-33-6738-01,2,1.783197481
TCGA-D8-A1XT-01,2,1.917968311
TCGA-WB-A816-01,2,2
TCGA-CQ-5324-01,2,2
TCGA-DD-AAE7-01,2,2
TCGA-RY-A843-01,2,2
TCGA-LN-A49N-01,2,2
TCGA-EM-A4FU-01,2,2
TCGA-FF-8061-01,2,2
TCGA-VD-AA8T-01,2,2
TCGA-E9-A22A-01,2,2
TCGA-E3-A3E1-01,2,2
TCGA-B0-4827-01,2,2
TCGA-B8-5165-01,2,2
TCGA-WB-A80Y-01,2,2.00067228
TCGA-QR-A6GT-01,2,2
TCGA-VQ-A8PK-01,2,1.559155935
TCGA-CK-5916-01,2,2
TCGA-EM-A1CV-01,2,2
TCGA-FX-A3RE-01,2,1.962854424
TCGA-VQ-A91D-01,2,2
TCGA-S7-A7WV-01,2,2
TCGA-AR-A0TX-01,2,2
TCGA-EL-A3CX-01,2,2
TCGA-D7-6518-01,2,2
TCGA-D8-A1Y0-01,2,2.000392447
TCGA-A2-A0CK-01,2,2
TCGA-TS-A7P6-01,2,1.838574491
TCGA-32-1982-01,2,2
TCGA-DD-A39Y-01,2,2.001919978
TCGA-85-8479-01,2,1.920396111
TCGA-EJ-A8FP-01,2,2
TCGA-S7-A7WX-01,2,2
TCGA-EJ-5504-01,2,2
TCGA-V1-A9OA-01,2,2
TCGA-G2-A3IE-01,2,1.995132603
TCGA-08-0520-01,2,1.996811932
TCGA-A3-3359-01,2,2
TCGA-43-6647-01,2,2
TCGA-AA-A01P-01,2,2
TCGA-KM-8442-01,2,2
TCGA-XA-A8JR-01,2,2
TCGA-KO-8408-01,2,1.91008491
TCGA-08-0389-01,2,2
TCGA-85-8071-01,2,1.823232266
TCGA-ET-A4KQ-01,2,2
TCGA-FX-A8OO-01,2,2
TCGA-D1-A101-01,2,2
TCGA-XR-A8TE-01,2,2
TCGA-30-1891-01,2,1.781273551
TCGA-MQ-A4LM-01,2,1.942747418
TCGA-A3-A6NL-01,2,1.999522285
TCGA-A6-6137-01,2,2
TCGA-D3-A1Q8-06,2,2
TCGA-13-0913-01,2,1.821730831
TCGA-B5-A1MX-01,2,2
TCGA-V4-A9EX-01,2,2
TCGA-AB-2919-03,2,2
TCGA-DB-A4X9-01,2,2
TCGA-EL-A3GW-01,2,2
TCGA-ET-A25L-01,2,2
TCGA-VS-A9U7-01,2,1.998565235
TCGA-2J-AABF-01,2,1.97795994
TCGA-DX-A3U9-01,2,1.972580166
TCGA-HC-7820-01,2,2
TCGA-C5-A3HF-01,2,2
TCGA-RR-A6KC-01,2,2
TCGA-AK-3425-01,2,2
TCGA-UC-A7PF-01,2,2.00275383
TCGA-3A-A9IO-01,2,2.003991778
TCGA-AR-A0TP-01,2,1.974399187
TCGA-D5-7000-01,2,2
TCGA-IM-A41Y-01,2,2
TCGA-BJ-A291-01,2,2
TCGA-UZ-A9PO-01,2,2
TCGA-UZ-A9PV-01,2,2
TCGA-W2-A7HC-01,2,2
TCGA-4V-A9QN-01,2,2
TCGA-55-6543-01,2,2
TCGA-J9-A52C-01,2,2
TCGA-AB-2943-03,2,2
TCGA-CM-6168-01,2,2
TCGA-BP-5010-01,2,2
TCGA-BP-5006-01,2,2
TCGA-C8-A12K-01,2,1.769085391
TCGA-D6-A74Q-01,2,1.995824092
TCGA-B8-A54J-01,2,2
TCGA-CJ-4916-01,2,2
TCGA-A2-A0T4-01,2,2
TCGA-B8-A54H-01,2,2
TCGA-G8-6907-01,2,2
TCGA-CN-A63Y-01,2,2
TCGA-CR-5243-01,2,2
TCGA-09-1675-01,2,1.713537824
TCGA-BQ-7056-01,2,2
TCGA-78-7537-01,2,2
TCGA-12-5301-01,2,2
TCGA-BC-A10U-01,2,2
TCGA-VQ-A91Q-01,2,1.819440278
TCGA-B0-4818-01,2,2
TCGA-DD-A11B-01,2,2
TCGA-29-1777-01,2,1.788476495
TCGA-DK-A6B0-01,2,2
TCGA-V4-A9EM-01,2,2
TCGA-BF-A1PX-01,2,2
TCGA-CN-4722-01,2,2
TCGA-X6-A8C7-01,2,2
TCGA-HE-A5NJ-01,2,2.000056549
TCGA-05-4397-01,2,1.986288449
TCGA-14-1456-01,2,2
TCGA-A3-3351-01,2,2
TCGA-BG-A222-01,2,2
TCGA-A5-A1OJ-01,2,2
TCGA-W2-A7HE-01,2,2
TCGA-A4-7584-01,2,2
TCGA-CV-7100-01,2,2
TCGA-SX-A7SO-01,2,2
TCGA-55-7725-01,2,2
TCGA-SX-A7SP-01,2,2
TCGA-KC-A4BV-01,2,1.980476298
TCGA-D1-A2G0-01,2,2
TCGA-W5-AA2Q-01,2,2.000692792
TCGA-BR-A452-01,2,2
TCGA-RY-A83Y-01,2,2
TCGA-DD-A11C-01,2,2.0085671
TCGA-BP-4970-01,2,2
TCGA-ER-A19P-01,2,2
TCGA-AC-A3YI-01,2,2
TCGA-XU-A92V-01,2,2
TCGA-S7-A7WN-01,2,2
TCGA-G9-6362-01,2,2
TCGA-YU-A90S-01,2,2
TCGA-CJ-4907-01,2,1.844867565
TCGA-C5-A2LZ-01,2,2
TCGA-19-5952-01,2,2
TCGA-CZ-5460-01,2,2
TCGA-DX-A3U6-01,2,2.007788127
TCGA-CE-A3MD-01,2,2
TCGA-LG-A9QD-01,2,2
TCGA-50-5044-01,2,2
TCGA-CG-5728-01,2,1.999676749
TCGA-UB-A7MB-01,2,1.983441554
TCGA-DX-A3UE-01,2,1.999747159
TCGA-DM-A0XD-01,2,2
TCGA-AX-A063-01,2,2
TCGA-B6-A0X5-01,2,2
TCGA-2Y-A9H5-01,2,2
TCGA-VM-A8CH-01,2,2
TCGA-CG-4469-01,2,1.99798972
TCGA-50-6592-01,2,2.161514909
TCGA-AA-3556-01,2,1.999801324
TCGA-06-A7TK-01,2,2
TCGA-EE-A2MD-06,2,2
TCGA-25-2042-01,2,1.978090276
TCGA-A4-A5Y0-01,2,2
TCGA-B9-A69E-01,2,2
TCGA-D7-A4YV-01,2,2
TCGA-BP-4807-01,2,2
TCGA-13-1512-01,2,1.797488146
TCGA-06-0188-01,2,1.999799166
TCGA-FS-A4FC-01,2,2
TCGA-08-0390-01,2,2
TCGA-04-1651-01,2,1.817102832
TCGA-13-1499-01,2,2.45672201
TCGA-DD-A3A6-01,2,2
TCGA-DD-AACJ-01,2,2
TCGA-AB-2859-03,2,2.008351733
TCGA-X4-A8KS-01,2,2
TCGA-CR-7369-01,2,2
TCGA-06-0397-01,2,2
TCGA-HC-A6AO-01,2,1.999858852
TCGA-SA-A6C2-01,2,2
TCGA-IN-A7NR-01,2,1.997163259
TCGA-29-1776-01,2,1.895266697
TCGA-O2-A52S-01,2,1.781849994
TCGA-D3-A3ML-01,2,2
TCGA-19-5954-01,2,2
TCGA-BR-8370-01,2,2.00005262
TCGA-AA-3950-01,2,2
TCGA-AA-3660-01,2,2.000751577
TCGA-VN-A88M-01,2,2
TCGA-13-1403-01,2,2.002565567
TCGA-BH-A1FL-01,2,2
TCGA-AP-A0LG-01,2,2
TCGA-2G-AALG-01,2,2.434779126
TCGA-AB-2885-03,2,1.999922038
TCGA-EE-A2GH-01,2,1.888165467
TCGA-CV-A45T-01,2,2.073770467
TCGA-19-5955-01,2,2
TCGA-KL-8341-01,2,1.997176683
TCGA-B8-5553-01,2,2
TCGA-A5-A0GD-01,2,1.999185873
TCGA-WC-AA9A-01,2,2
TCGA-16-1055-01,2,2
TCGA-CV-7406-01,2,1.999254621
TCGA-EY-A1GW-01,2,1.985582436
TCGA-EW-A1PF-01,2,2
TCGA-05-4396-01,2,2
TCGA-P5-A5EW-01,2,2
TCGA-09-1669-01,2,2
TCGA-B9-4113-01,2,2
TCGA-DU-A76L-01,2,2
TCGA-E1-A7YI-01,2,2
TCGA-AR-A2LM-01,2,2
TCGA-BP-4982-01,2,2
TCGA-XR-A8TG-01,2,2.00539745
TCGA-BJ-A3PT-01,2,2
TCGA-HU-A4G8-01,2,1.998852205
TCGA-FY-A3R7-01,2,2
TCGA-Q3-A5QY-01,2,2
TCGA-EB-A3XD-01,2,2
TCGA-KO-8409-01,2,2
TCGA-HS-A5N7-01,2,1.924990915
TCGA-CH-5769-01,2,1.999484596
TCGA-DJ-A2Q2-01,2,2
TCGA-VD-AA8M-01,2,2
TCGA-HT-7479-01,2,2
TCGA-HG-A2PA-01,2,2
TCGA-B8-5164-01,2,2
TCGA-AA-3831-01,2,2
TCGA-MO-A47P-01,2,2
TCGA-IM-A3EB-01,2,2
TCGA-06-0143-01,2,2
TCGA-DJ-A13R-01,2,2
TCGA-B5-A11F-01,2,2
TCGA-A3-3376-01,2,2
TCGA-D3-A3C6-06,2,1.993695304
TCGA-ZH-A8Y8-01,2,2
TCGA-EJ-A65D-01,2,1.996677579
TCGA-2J-AABH-01,2,1.963656116
TCGA-KK-A8IA-01,2,1.988665259
TCGA-BR-8384-01,2,2
TCGA-EL-A3ZN-01,2,2
TCGA-55-8089-01,2,1.772700686
TCGA-ET-A39L-01,2,2
TCGA-12-3650-01,2,2
TCGA-HT-7684-01,2,2
TCGA-ZG-A9L6-01,2,2
TCGA-42-2589-01,2,1.723170263
TCGA-FD-A3B3-01,2,2.427973551
TCGA-DA-A3F8-06,2,2
TCGA-FY-A40L-01,2,2
TCGA-A2-A0EM-01,2,2
TCGA-K1-A42X-01,2,1.962126134
TCGA-ET-A3DT-01,2,2
